date,timestamp,touch_type,touch_price,close_at_touch,continuation_move_pct,reversal_move_pct,open_position,day_of_week,continuation_move_pct_60min,reversal_move_pct_60min
2017-04-03,2017-04-03 10:58:00,Previous Low,132.125,132.115,-0.2763,0.0265,Between Previous High and Low,Monday,-0.2763,0.0265
2017-04-05,2017-04-05 15:15:00,Previous High,132.55,132.57,-0.332,0.083,Above Previous High,Wednesday,-0.6262,0.083
2017-04-06,2017-04-06 14:57:00,Previous Low,131.72,131.72,-0.0152,0.0987,Between Previous High and Low,Thursday,-0.0152,0.2505
2017-04-07,2017-04-07 09:54:00,Previous Low,131.7,131.66,-0.1519,0.038,Between Previous High and Low,Friday,-0.1519,0.3303
2017-04-10,2017-04-10 09:38:00,Previous High,132.37,132.35,0.0604,-0.0227,Between Previous High and Low,Monday,0.1473,-0.0604
2017-04-11,2017-04-11 09:40:00,Previous Low,131.6564,131.64,-0.3846,0.0103,Between Previous High and Low,Tuesday,-0.772,0.0103
2017-04-13,2017-04-13 09:30:00,Previous Low,130.78,130.72,0.1376,-0.0765,Below Previous Low,Thursday,0.5047,-0.0765
2017-04-18,2017-04-18 09:48:00,Previous High,131.51,131.48,0.0836,-0.1209,Between Previous High and Low,Tuesday,0.1141,-0.2813
2017-04-19,2017-04-19 14:15:00,Previous High,131.66,131.6,-0.076,0.0076,Above Previous High,Wednesday,-0.1443,0.0949
2017-04-20,2017-04-20 11:49:00,Previous High,132.29,132.349,0.0971,0.0378,Between Previous High and Low,Thursday,0.3591,0.0378
2017-04-26,2017-04-26 09:33:00,Previous High,135.3664,135.4,0.1061,-0.1894,Between Previous High and Low,Wednesday,0.1061,-0.2337
2017-04-27,2017-04-27 10:05:00,Previous High,135.51,135.4872,0.0738,-0.0738,Between Previous High and Low,Thursday,0.0738,-0.1365
2017-04-28,2017-04-28 14:19:00,Previous High,135.77,135.78,0.0074,0.0884,Above Previous High,Friday,0.0074,0.1547
2017-05-03,2017-05-03 09:31:00,Previous Low,137.02,137.05,-0.1168,0.0365,Between Previous High and Low,Wednesday,-0.2627,0.0365
2017-05-04,2017-05-04 09:54:00,Previous Low,136.615,136.58,-0.0329,0.1135,Between Previous High and Low,Thursday,-0.0329,0.3404
2017-05-04,2017-05-04 11:23:00,Previous High,137.17,136.98,-0.0875,-0.1458,Between Previous High and Low,Thursday,0.0373,-0.3944
2017-05-05,2017-05-05 15:50:00,Previous High,137.43,137.45,0.1237,-0.0,Between Previous High and Low,Friday,0.1237,-0.0
2017-05-08,2017-05-08 09:30:00,Previous High,137.6,137.54,-0.1199,0.0981,Above Previous High,Monday,-0.1453,0.0981
2017-05-10,2017-05-10 10:29:00,Previous Low,137.93,137.96,-0.0145,0.1015,Between Previous High and Low,Wednesday,-0.0145,0.2683
2017-05-11,2017-05-11 09:46:00,Previous Low,137.91,137.8758,-0.2683,0.0073,Between Previous High and Low,Thursday,-0.3843,0.0073
2017-05-12,2017-05-12 09:37:00,Previous High,138.33,138.39,0.0434,0.1518,Above Previous High,Friday,-0.0578,0.1518
2017-05-16,2017-05-16 10:26:00,Previous High,139.12,139.11,-0.0647,0.0,Above Previous High,Tuesday,-0.0934,0.1653
2017-05-18,2017-05-18 09:30:00,Previous Low,136.05,135.96,-0.1176,0.3951,Between Previous High and Low,Thursday,-0.1176,0.9776
2017-05-19,2017-05-19 09:30:00,Previous High,137.72,137.74,0.2614,0.0145,Between Previous High and Low,Friday,0.4139,0.0145
2017-05-22,2017-05-22 09:34:00,Previous High,138.42,138.41,0.0939,-0.0072,Between Previous High and Low,Monday,0.1806,-0.0072
2017-05-23,2017-05-23 09:43:00,Previous High,139.075,139.06,-0.169,0.0252,Above Previous High,Tuesday,-0.169,0.0683
2017-05-24,2017-05-24 09:35:00,Previous High,139.42,139.39,-0.1219,-0.0072,Above Previous High,Wednesday,-0.1793,0.0359
2017-05-30,2017-05-30 09:35:00,Previous High,141.28,141.38,0.1415,0.0425,Between Previous High and Low,Tuesday,0.1557,-0.0354
2017-05-31,2017-05-31 09:49:00,Previous High,141.505,141.41,-0.4417,-0.0177,Above Previous High,Wednesday,-0.6608,-0.0177
2017-06-01,2017-06-01 15:50:00,Previous High,141.84,141.82,0.0494,-0.0635,Between Previous High and Low,Thursday,0.0494,-0.0635
2017-06-05,2017-06-05 09:47:00,Previous High,143.52,143.54,0.0697,-0.0348,Between Previous High and Low,Monday,0.1115,-0.0627
2017-06-06,2017-06-06 09:30:00,Previous Low,143.23,143.26,-0.0419,0.1466,Between Previous High and Low,Tuesday,-0.0419,0.3072
2017-06-06,2017-06-06 10:36:00,Previous High,143.68,143.71,0.0278,-0.0696,Between Previous High and Low,Tuesday,0.0278,-0.2297
2017-06-07,2017-06-07 12:51:00,Previous Low,142.65,142.74,-0.0,0.1472,Between Previous High and Low,Wednesday,-0.0,0.2979
2017-06-08,2017-06-08 09:35:00,Previous High,143.54,143.57,-0.2229,0.0627,Above Previous High,Thursday,-0.5225,0.0627
2017-06-09,2017-06-09 10:09:00,Previous High,143.8,143.79,0.0626,-0.0035,Between Previous High and Low,Friday,0.0695,-0.153
2017-06-09,2017-06-09 12:12:00,Previous Low,142.79,142.735,-0.3852,-0.035,Between Previous High and Low,Friday,-1.0015,-0.035
2017-06-12,2017-06-12 09:39:00,Previous Low,138.11,138.01,-0.2969,0.3475,Between Previous High and Low,Monday,-0.4634,0.4851
2017-06-13,2017-06-13 10:59:00,Previous High,139.48,139.46,-0.1434,0.1792,Above Previous High,Tuesday,-0.1434,0.4445
2017-06-14,2017-06-14 09:38:00,Previous High,140.56,140.45,-0.1779,0.1565,Above Previous High,Wednesday,-0.2277,0.1921
2017-06-15,2017-06-15 12:59:00,Previous Low,138.62,138.7,0.0866,0.0072,Below Previous Low,Thursday,0.1947,-0.1371
2017-06-21,2017-06-21 12:31:00,Previous High,140.5,140.44,-0.0071,-0.1637,Between Previous High and Low,Wednesday,-0.0071,-0.2705
2017-06-22,2017-06-22 09:32:00,Previous High,140.81,140.76,-0.277,0.0213,Above Previous High,Thursday,-0.3338,0.0213
2017-06-23,2017-06-23 09:42:00,Previous Low,140.34,140.304,-0.1354,-0.0143,Between Previous High and Low,Friday,-0.1354,0.3634
2017-06-23,2017-06-23 12:26:00,Previous High,141.22,141.2334,0.0496,-0.0142,Between Previous High and Low,Friday,0.0991,-0.0425
2017-06-26,2017-06-26 10:19:00,Previous High,141.42,141.51,0.0283,0.2121,Above Previous High,Monday,-0.693,0.2121
2017-06-28,2017-06-28 09:52:00,Previous Low,137.98,137.95,-0.1739,0.0362,Between Previous High and Low,Wednesday,-0.1739,0.8914
2017-06-29,2017-06-29 11:11:00,Previous Low,137.74,137.72,-0.1379,0.029,Between Previous High and Low,Thursday,-0.4683,0.029
2017-07-03,2017-07-03 10:52:00,Previous Low,137.19,137.24,-0.277,0.0292,Between Previous High and Low,Monday,-0.5613,0.0292
2017-07-06,2017-07-06 09:40:00,Previous Low,136.16,136.16,-0.0808,0.213,Between Previous High and Low,Thursday,-0.2644,0.2644
2017-07-07,2017-07-07 09:36:00,Previous High,137.06,137.09,0.073,-0.1592,Between Previous High and Low,Friday,0.2918,-0.1592
2017-07-10,2017-07-10 09:35:00,Previous High,138.13,138.15,0.0941,-0.1412,Between Previous High and Low,Monday,0.0941,-0.4561
2017-07-11,2017-07-11 10:17:00,Previous High,138.985,139.02,0.1043,-0.0108,Between Previous High and Low,Tuesday,0.1187,-0.2159
2017-07-13,2017-07-13 09:30:00,Previous High,140.86,140.7053,0.1278,-0.1313,Between Previous High and Low,Thursday,0.3479,-0.1313
2017-07-14,2017-07-14 10:02:00,Previous High,141.35,141.355,-0.1132,0.0495,Above Previous High,Friday,-0.1132,0.1203
2017-07-17,2017-07-17 09:33:00,Previous High,142.3,142.21,0.0562,-0.1124,Between Previous High and Low,Monday,0.2741,-0.1124
2017-07-18,2017-07-18 09:30:00,Previous Low,141.92,141.9,-0.1973,0.0352,Between Previous High and Low,Tuesday,-0.1973,0.3629
2017-07-18,2017-07-18 11:32:00,Previous High,142.69,142.74,0.035,-0.0771,Between Previous High and Low,Tuesday,0.0666,-0.0771
2017-07-20,2017-07-20 09:35:00,Previous High,144.19,144.26,-0.111,0.0694,Above Previous High,Thursday,-0.3468,0.0832
2017-07-21,2017-07-21 09:51:00,Previous Low,143.52,143.42,-0.0732,0.149,Between Previous High and Low,Friday,-0.0732,0.2857
2017-07-24,2017-07-24 09:30:00,Previous High,144.11,144.08,0.0486,-0.0763,Between Previous High and Low,Monday,0.1041,-0.0902
2017-07-27,2017-07-27 12:37:00,Previous High,144.95,145.08,-0.2346,0.0966,Above Previous High,Thursday,-1.5661,0.0966
2017-07-31,2017-07-31 09:54:00,Previous High,144.0752,144.04,-0.4548,0.0415,Above Previous High,Monday,-0.8018,0.0415
2017-08-02,2017-08-02 10:16:00,Previous High,143.76,143.7689,-0.3478,0.0209,Above Previous High,Wednesday,-0.7999,0.0209
2017-08-04,2017-08-04 10:08:00,Previous Low,143.13,143.1,-0.0279,0.2166,Between Previous High and Low,Friday,-0.0279,0.4681
2017-08-07,2017-08-07 09:35:00,Previous High,143.97,143.95,-0.0035,-0.1806,Between Previous High and Low,Monday,0.1181,-0.1806
2017-08-08,2017-08-08 10:44:00,Previous High,144.56,144.58,0.0968,-0.0416,Between Previous High and Low,Tuesday,0.2975,-0.0416
2017-08-09,2017-08-09 11:53:00,Previous Low,143.9,143.9,0.1112,-0.0126,Below Previous Low,Wednesday,0.1668,-0.0208
2017-08-10,2017-08-10 09:45:00,Previous Low,142.795,142.8,-0.0245,0.2136,Between Previous High and Low,Thursday,-0.4797,0.2136
2017-08-15,2017-08-15 09:31:00,Previous High,144.15,144.135,-0.0624,0.1054,Above Previous High,Tuesday,-0.3538,0.1054
2017-08-16,2017-08-16 09:30:00,Previous High,144.302,144.24,-0.1954,0.0956,Above Previous High,Wednesday,-0.2439,0.0956
2017-08-17,2017-08-17 09:38:00,Previous Low,143.8007,143.8,0.0969,-0.0909,Below Previous Low,Thursday,0.0969,-0.835
2017-08-18,2017-08-18 09:32:00,Previous Low,141.3,141.325,-0.0778,0.1883,Between Previous High and Low,Friday,-0.46,0.1883
2017-08-21,2017-08-21 10:12:00,Previous Low,140.65,140.58,-0.3271,-0.0213,Between Previous High and Low,Monday,-0.3342,0.0498
2017-08-24,2017-08-24 09:30:00,Previous High,143.01,143.03,-0.1423,0.1119,Above Previous High,Thursday,-0.7552,0.1119
2017-08-25,2017-08-25 10:01:00,Previous High,143.17,143.1,-0.0279,-0.2235,Between Previous High and Low,Friday,-0.0279,-0.7194
2017-08-29,2017-08-29 09:49:00,Previous Low,141.9501,141.95,0.0211,-0.1445,Below Previous Low,Tuesday,0.4085,-0.1445
2017-08-29,2017-08-29 11:41:00,Previous High,142.74,142.68,0.1191,-0.042,Below Previous Low,Tuesday,0.1191,-0.042
2017-08-30,2017-08-30 09:31:00,Previous High,143.21,143.1834,0.221,-0.1466,Between Previous High and Low,Wednesday,0.405,-0.1466
2017-09-01,2017-09-01 09:40:00,Previous High,146.21,146.18,-0.0274,0.1231,Above Previous High,Friday,-0.4104,0.1231
2017-09-05,2017-09-05 09:30:00,Previous Low,145.61,145.64,0.1442,-0.364,Below Previous Low,Tuesday,0.1854,-0.364
2017-09-07,2017-09-07 09:45:00,Previous High,145.46,145.46,-0.0069,-0.1942,Between Previous High and Low,Thursday,0.0962,-0.3575
2017-09-08,2017-09-08 09:52:00,Previous Low,144.94,144.96,-0.0103,0.138,Between Previous High and Low,Friday,-0.138,0.138
2017-09-11,2017-09-11 09:30:00,Previous High,145.35,145.43,0.2936,0.0138,Between Previous High and Low,Monday,0.5298,0.0138
2017-09-12,2017-09-12 09:42:00,Previous High,146.12,146.02,-0.2122,0.0274,Above Previous High,Tuesday,-0.3217,0.0274
2017-09-13,2017-09-13 15:54:00,Previous High,146.41,146.4144,0.0205,-0.0273,Between Previous High and Low,Wednesday,0.0205,-0.0273
2017-09-14,2017-09-14 09:34:00,Previous Low,145.73,145.67,-0.1716,-0.0377,Between Previous High and Low,Thursday,-0.1716,0.1716
2017-09-15,2017-09-15 09:35:00,Previous Low,145.47,145.45,-0.1066,0.0137,Between Previous High and Low,Friday,-0.1237,0.2887
2017-09-15,2017-09-15 10:47:00,Previous High,146.2869,146.3,0.2072,-0.0321,Between Previous High and Low,Friday,0.2072,-0.1141
2017-09-18,2017-09-18 14:36:00,Previous Low,145.29,145.31,-0.1239,0.0275,Between Previous High and Low,Monday,-0.1239,0.1858
2017-09-20,2017-09-20 10:55:00,Previous Low,145.31,145.32,-0.3274,0.0069,Between Previous High and Low,Wednesday,-0.3579,0.0069
2017-09-21,2017-09-21 10:21:00,Previous Low,144.23,144.24,-0.1595,0.0069,Between Previous High and Low,Thursday,-0.1941,0.3016
2017-09-22,2017-09-22 09:30:00,Previous Low,143.95,143.977,-0.0069,0.2709,Between Previous High and Low,Friday,-0.0069,0.4029
2017-09-27,2017-09-27 10:13:00,Previous High,143.8,143.81,0.007,0.1391,Above Previous High,Wednesday,-0.1599,0.146
2017-09-29,2017-09-29 09:51:00,Previous High,144.5566,144.505,-0.1637,0.0231,Above Previous High,Friday,-0.1637,0.2929
2017-10-02,2017-10-02 11:44:00,Previous High,145.555,145.46,-0.1546,-0.0447,Above Previous High,Monday,-0.4294,-0.0447
2017-10-04,2017-10-04 11:30:00,Previous High,146.06,146.04,0.0068,-0.0685,Between Previous High and Low,Wednesday,0.1917,-0.0822
2017-10-06,2017-10-06 12:32:00,Previous High,147.54,147.52,0.0508,-0.0136,Between Previous High and Low,Friday,0.0678,-0.1017
2017-10-09,2017-10-09 09:38:00,Previous High,147.66,147.6875,0.0135,0.1151,Above Previous High,Monday,0.0068,0.2366
2017-10-10,2017-10-10 09:35:00,Previous High,148.0093,147.97,0.0883,-0.0468,Between Previous High and Low,Tuesday,0.0883,-0.5467
2017-10-10,2017-10-10 10:20:00,Previous Low,147.3,147.28,-0.0272,0.1595,Between Previous High and Low,Tuesday,-0.0272,0.224
2017-10-12,2017-10-12 10:18:00,Previous High,148.07,148.06,0.027,-0.0338,Between Previous High and Low,Thursday,0.0608,-0.081
2017-10-13,2017-10-13 09:30:00,Previous High,148.355,148.36,-0.1045,0.0303,Above Previous High,Friday,-0.1112,0.0977
2017-10-16,2017-10-16 12:15:00,Previous High,148.51,148.45,-0.0789,0.0135,Above Previous High,Monday,-0.0789,0.0734
2017-10-17,2017-10-17 11:06:00,Previous High,148.89,148.8977,0.0201,-0.0269,Between Previous High and Low,Tuesday,0.0403,-0.1209
2017-10-18,2017-10-18 09:38:00,Previous High,149.06,149.075,-0.1878,0.0238,Above Previous High,Wednesday,-0.2818,0.0238
2017-10-23,2017-10-23 10:05:00,Previous Low,148.53,148.47,-0.1818,0.0067,Between Previous High and Low,Monday,-0.2491,0.0067
2017-10-24,2017-10-24 09:42:00,Previous Low,147.53,147.56,-0.061,0.1288,Between Previous High and Low,Tuesday,-0.061,0.3728
2017-10-25,2017-10-25 10:45:00,Previous Low,147.44,147.4575,0.0024,0.156,Between Previous High and Low,Wednesday,-0.6715,0.156
2017-10-30,2017-10-30 09:37:00,Previous High,151.52,151.52,0.0995,-0.0764,Between Previous High and Low,Monday,0.4422,-0.0764
2017-10-31,2017-10-31 14:00:00,Previous High,152.19,152.18,0.0723,-0.0096,Between Previous High and Low,Tuesday,0.1183,-0.046
2017-11-01,2017-11-01 10:02:00,Previous High,152.37,152.4,-0.0197,0.1378,Above Previous High,Wednesday,-0.1674,0.1378
2017-11-02,2017-11-02 10:04:00,Previous Low,151.5,151.521,-0.2442,0.066,Between Previous High and Low,Thursday,-0.2442,0.1584
2017-11-03,2017-11-03 09:45:00,Previous High,151.99,152.03,-0.0588,0.1184,Above Previous High,Friday,-0.0987,0.1711
2017-11-06,2017-11-06 09:32:00,Previous High,153.29,153.32,0.1859,0.013,Between Previous High and Low,Monday,0.3197,0.013
2017-11-07,2017-11-07 09:33:00,Previous High,153.85,153.92,0.091,-0.0195,Between Previous High and Low,Tuesday,0.151,-0.182
2017-11-08,2017-11-08 11:01:00,Previous High,154.0823,154.0661,0.0764,-0.0145,Between Previous High and Low,Wednesday,0.0764,-0.0599
2017-11-09,2017-11-09 10:12:00,Previous Low,153.62,153.5756,0.0976,-0.1432,Below Previous Low,Thursday,0.0976,-0.2604
2017-11-13,2017-11-13 10:10:00,Previous High,153.8,153.81,0.0585,-0.0845,Between Previous High and Low,Monday,0.0585,-0.1625
2017-11-14,2017-11-14 09:36:00,Previous Low,153.1,152.955,-0.1045,0.1143,Between Previous High and Low,Tuesday,-0.3462,0.1568
2017-11-15,2017-11-15 09:30:00,Previous Low,152.57,152.55,-0.5178,0.013,Between Previous High and Low,Wednesday,-0.5178,0.013
2017-11-20,2017-11-20 10:31:00,Previous Low,153.8,153.86,0.0325,0.1105,Between Previous High and Low,Monday,-0.0065,0.1473
2017-11-22,2017-11-22 09:36:00,Previous High,155.57,155.51,-0.1343,0.045,Above Previous High,Wednesday,-0.1472,0.045
2017-11-24,2017-11-24 09:30:00,Previous High,155.84,155.81,-0.0513,0.077,Above Previous High,Friday,-0.0513,0.1091
2017-11-27,2017-11-27 09:44:00,Previous High,156.31,156.31,0.0832,-0.0064,Between Previous High and Low,Monday,0.1599,-0.0128
2017-11-28,2017-11-28 09:46:00,Previous High,156.56,156.46,-0.0639,-0.2172,Between Previous High and Low,Tuesday,-0.0511,-0.2172
2017-11-28,2017-11-28 14:02:00,Previous Low,155.83,155.77,-0.0834,0.1604,Between Previous High and Low,Tuesday,-0.0834,0.5134
2017-11-29,2017-11-29 09:46:00,Previous Low,155.7,155.585,-0.122,0.0128,Between Previous High and Low,Wednesday,-1.0662,0.0128
2017-12-01,2017-12-01 11:13:00,Previous Low,154.145,153.59,-0.3861,0.0616,Between Previous High and Low,Friday,-1.2229,0.0616
2017-12-04,2017-12-04 09:34:00,Previous High,155.24,155.26,-0.1095,0.161,Above Previous High,Monday,-0.9791,0.161
2017-12-05,2017-12-05 09:30:00,Previous Low,152.56,152.14,-0.3015,0.603,Between Previous High and Low,Tuesday,-0.3015,0.9963
2017-12-06,2017-12-06 09:30:00,Previous Low,152.1,152.17,0.0066,0.6706,Between Previous High and Low,Wednesday,0.0066,0.8416
2017-12-07,2017-12-07 09:30:00,Previous High,153.735,153.75,0.1659,-0.2634,Between Previous High and Low,Thursday,0.1919,-0.2634
2017-12-08,2017-12-08 14:22:00,Previous High,154.46,154.5199,0.0129,0.136,Above Previous High,Friday,0.0129,0.1813
2017-12-11,2017-12-11 12:05:00,Previous High,155.53,155.51,0.0643,-0.0161,Between Previous High and Low,Monday,0.2508,-0.0161
2017-12-12,2017-12-12 11:05:00,Previous High,155.95,155.96,0.0641,-0.0192,Between Previous High and Low,Tuesday,0.1218,-0.0577
2017-12-13,2017-12-13 10:07:00,Previous High,156.15,156.18,-0.032,0.064,Above Previous High,Wednesday,-0.0768,0.1409
2017-12-14,2017-12-14 10:24:00,Previous High,156.49,156.46,0.0639,-0.0256,Between Previous High and Low,Thursday,0.1086,-0.1853
2017-12-14,2017-12-14 14:29:00,Previous Low,155.76,155.73,-0.0321,0.0835,Between Previous High and Low,Thursday,-0.0321,0.1926
2017-12-15,2017-12-15 10:16:00,Previous High,156.66,156.6401,0.083,-0.0255,Between Previous High and Low,Friday,0.1979,-0.0702
2017-12-19,2017-12-19 09:40:00,Previous Low,158.07,158.08,-0.1569,0.0443,Between Previous High and Low,Tuesday,-0.2404,0.0538
2017-12-20,2017-12-20 09:45:00,Previous Low,157.26,157.32,-0.1653,0.0827,Between Previous High and Low,Wednesday,-0.2226,0.1145
2017-12-22,2017-12-22 09:59:00,Previous Low,157.37,157.39,0.0127,-0.0699,Below Previous Low,Friday,0.0318,-0.1716
2017-12-27,2017-12-27 09:39:00,Previous High,156.72,156.66,0.0443,-0.051,Between Previous High and Low,Wednesday,0.1404,-0.051
2017-12-28,2017-12-28 09:31:00,Previous High,156.96,156.99,-0.0701,0.051,Above Previous High,Thursday,-0.2158,0.051
2017-12-29,2017-12-29 09:47:00,Previous Low,156.54,156.5674,-0.0511,0.0447,Between Previous High and Low,Friday,-0.1278,0.0511
2018-01-02,2018-01-02 09:42:00,Previous High,156.9,156.965,0.2741,-0.0,Between Previous High and Low,Tuesday,0.6405,-0.0
2018-01-04,2018-01-04 09:44:00,Previous High,160.17,160.224,-0.0546,0.2123,Above Previous High,Thursday,-0.0546,0.3551
2018-01-05,2018-01-05 09:35:00,Previous High,160.79,160.86,0.0062,0.1244,Above Previous High,Friday,0.0062,0.2861
2018-01-08,2018-01-08 09:32:00,Previous High,162.03,162.02,0.0802,-0.0987,Between Previous High and Low,Monday,0.2407,-0.0987
2018-01-09,2018-01-09 09:36:00,Previous High,162.63,162.63,-0.2398,0.0307,Above Previous High,Tuesday,-0.3443,0.0307
2018-01-10,2018-01-10 09:37:00,Previous Low,162.07,162.03,0.0123,-0.2221,Below Previous Low,Wednesday,0.0123,-0.5862
2018-01-11,2018-01-11 10:35:00,Previous High,162.21,162.35,0.0247,0.1603,Above Previous High,Thursday,0.0247,0.2897
2018-01-12,2018-01-12 09:35:00,Previous High,163.35,163.33,0.1163,-0.0704,Between Previous High and Low,Friday,0.3306,-0.0704
2018-01-16,2018-01-16 13:06:00,Previous High,164.66,164.76,0.0571,0.2186,Above Previous High,Tuesday,-0.2618,0.2186
2018-01-18,2018-01-18 13:56:00,Previous High,166.04,166.0147,0.0416,-0.0662,Between Previous High and Low,Thursday,0.0963,-0.0662
2018-01-19,2018-01-19 09:52:00,Previous High,166.1999,166.145,-0.1865,-0.036,Above Previous High,Friday,-0.3429,-0.036
2018-01-22,2018-01-22 09:58:00,Previous High,166.61,166.63,0.036,-0.052,Between Previous High and Low,Monday,0.4772,-0.052
2018-01-24,2018-01-24 09:36:00,Previous High,169.66,169.6,-0.1356,0.0589,Above Previous High,Wednesday,-0.2181,0.336
2018-01-26,2018-01-26 10:38:00,Previous High,169.63,169.68,0.0766,-0.0059,Between Previous High and Low,Friday,0.1415,-0.0177
2018-01-31,2018-01-31 10:57:00,Previous High,169.42,169.4468,-0.0708,0.0443,Above Previous High,Wednesday,-0.2715,0.0443
2018-02-01,2018-02-01 09:31:00,Previous Low,168.34,168.4945,0.3535,0.095,Below Previous Low,Thursday,0.5822,0.0059
2018-02-02,2018-02-02 09:31:00,Previous Low,167.42,167.24,0.1672,-0.1732,Below Previous Low,Friday,0.1672,-1.1647
2018-02-05,2018-02-05 10:09:00,Previous Low,164.47,164.57,0.456,0.0486,Below Previous Low,Monday,0.7783,0.0486
2018-02-06,2018-02-06 09:32:00,Previous Low,157.42,157.37,0.8449,-1.4738,Below Previous Low,Tuesday,2.0709,-1.4738
2018-02-07,2018-02-07 10:05:00,Previous High,162.51,162.6,0.2215,-0.0492,Between Previous High and Low,Wednesday,0.4492,-0.3538
2018-02-08,2018-02-08 09:42:00,Previous Low,160.17,160.08,-0.4807,-0.0312,Between Previous High and Low,Thursday,-0.7554,0.1686
2018-02-09,2018-02-09 10:47:00,Previous Low,153.45,153.43,-0.2476,0.8798,Between Previous High and Low,Friday,-0.2476,1.564
2018-02-12,2018-02-12 10:15:00,Previous High,157.24,157.21,-0.3053,0.2289,Above Previous High,Monday,-0.4961,0.5851
2018-02-13,2018-02-13 15:38:00,Previous High,159.95,159.975,0.0375,-0.2563,Between Previous High and Low,Tuesday,0.0375,-0.2876
2018-02-14,2018-02-14 09:53:00,Previous High,160.01,160.0664,0.0312,-0.425,Between Previous High and Low,Wednesday,0.8531,-0.425
2018-02-15,2018-02-15 10:59:00,Previous High,162.93,162.74,-0.3007,0.2823,Above Previous High,Thursday,-0.3007,0.8224
2018-02-16,2018-02-16 09:36:00,Previous High,165.77,165.85,0.1267,-0.1508,Between Previous High and Low,Friday,0.374,-0.2826
2018-02-20,2018-02-20 09:32:00,Previous Low,164.6799,164.7,0.3583,0.0165,Below Previous Low,Tuesday,0.7439,0.0165
2018-02-21,2018-02-21 10:44:00,Previous High,166.68,166.65,0.048,-0.1479,Between Previous High and Low,Wednesday,0.282,-0.1479
2018-02-23,2018-02-23 11:16:00,Previous High,166.42,166.37,0.006,-0.1682,Between Previous High and Low,Friday,0.1863,-0.1682
2018-02-27,2018-02-27 09:30:00,Previous High,170.4,170.265,-0.1702,0.0704,Above Previous High,Tuesday,-0.4049,0.1937
2018-02-28,2018-02-28 11:40:00,Previous Low,168.21,168.2597,-0.1724,0.1189,Between Previous High and Low,Wednesday,-0.1724,0.327
2018-03-01,2018-03-01 09:36:00,Previous Low,167.1,167.17,-0.6142,0.0539,Between Previous High and Low,Thursday,-0.8917,0.5805
2018-03-02,2018-03-02 09:31:00,Previous Low,163.001,163.08,0.2264,-0.3687,Below Previous Low,Friday,0.2264,-0.6386
2018-03-05,2018-03-05 11:00:00,Previous High,166.28,166.295,0.1738,-0.0541,Between Previous High and Low,Monday,0.7698,-0.0541
2018-03-06,2018-03-06 09:44:00,Previous High,168.26,168.23,-0.0832,0.2853,Above Previous High,Tuesday,-0.0832,0.5052
2018-03-07,2018-03-07 09:30:00,Previous Low,167.48,167.42,0.3523,-0.0239,Below Previous Low,Wednesday,0.4418,-0.0343
2018-03-08,2018-03-08 13:26:00,Previous High,169.07,169.09,-0.071,0.0887,Above Previous High,Thursday,-0.071,0.1774
2018-03-13,2018-03-13 10:31:00,Previous High,174.48,174.47,-0.1891,-0.0057,Above Previous High,Tuesday,-0.9606,-0.0057
2018-03-14,2018-03-14 11:37:00,Previous Low,171.2666,171.17,-0.179,0.0662,Between Previous High and Low,Wednesday,-0.1965,0.4457
2018-03-15,2018-03-15 14:00:00,Previous Low,170.93,170.91,-0.0176,0.2165,Between Previous High and Low,Thursday,-0.0176,0.351
2018-03-21,2018-03-21 11:53:00,Previous High,168.04,168.065,0.1071,-0.0655,Between Previous High and Low,Wednesday,0.1071,-0.0774
2018-03-21,2018-03-21 14:50:00,Previous Low,166.61,166.54,-0.2521,0.3256,Between Previous High and Low,Wednesday,-0.2521,0.6662
2018-03-23,2018-03-23 09:30:00,Previous Low,162.59,162.96,-0.1845,0.4367,Between Previous High and Low,Friday,-0.6027,0.4367
2018-03-26,2018-03-26 14:54:00,Previous High,163.3,163.36,0.049,-0.2449,Between Previous High and Low,Monday,0.7287,-0.2449
2018-03-27,2018-03-27 09:46:00,Previous High,164.6,164.69,-0.0608,0.3245,Above Previous High,Tuesday,-0.2734,0.4982
2018-03-28,2018-03-28 09:38:00,Previous Low,157.68,157.135,-0.6913,0.1395,Between Previous High and Low,Wednesday,-0.6913,1.0845
2018-03-29,2018-03-29 11:07:00,Previous High,159.78,159.78,0.0626,-0.4131,Between Previous High and Low,Thursday,0.0626,-0.751
2018-04-02,2018-04-02 11:00:00,Previous Low,156.6338,156.54,-0.4557,0.0614,Between Previous High and Low,Monday,-1.1644,0.0614
2018-04-04,2018-04-04 09:30:00,Previous Low,154.44,154.44,0.7511,-0.013,Below Previous Low,Wednesday,0.9195,-0.013
2018-04-04,2018-04-04 12:21:00,Previous High,157.92,157.95,0.0317,-0.1773,Below Previous Low,Wednesday,0.1505,-0.8295
2018-04-05,2018-04-05 10:48:00,Previous High,160.23,160.2501,0.0125,0.3614,Above Previous High,Thursday,0.0125,0.8051
2018-04-06,2018-04-06 09:34:00,Previous Low,159.48,159.45,0.4891,-0.0251,Below Previous Low,Friday,0.6146,-0.1135
2018-04-09,2018-04-09 12:07:00,Previous High,160.4601,160.55,0.2617,0.0498,Between Previous High and Low,Monday,0.2617,-0.2431
2018-04-10,2018-04-10 14:08:00,Previous High,160.88,160.86,0.1367,-0.0746,Between Previous High and Low,Tuesday,0.2611,-0.4786
